cust_id,activated_date,last_payment_date,cash_advance,credit_limit,cash_advance_percentage_respect_credit_limit
16112,2020-04,2020-08-19,1420.758241,2000.0,71.04
16113,2020-04,2020-10-22,457.076354,1200.0,38.09
16114,2020-04,2020-06-21,2484.59465,3000.0,82.82
16115,2020-04,2020-05-08,,1200.0,
16116,2020-04,2020-10-12,1520.641388,2000.0,76.03
16117,2020-04,2020-08-13,0.0,1500.0,0.0
16118,2020-04,2020-05-21,4968.817936,8000.0,62.11
16119,2020-04,2020-07-02,875.31071,1800.0,48.63
16120,2020-04,2020-10-08,37.460952,1200.0,3.12
16121,2020-04,2020-05-16,0.0,3500.0,0.0
16122,2020-04,2020-08-24,1869.646314,3000.0,62.32
16123,2020-04,2020-10-20,49.747079,7000.0,0.71
16124,2020-04,2020-07-07,147.205289,600.0,24.53
16125,2020-04,2020-07-23,0.0,4000.0,0.0
16126,2020-04,2020-08-19,90.168062,3000.0,3.01
16127,2020-04,2020-05-19,0.0,2500.0,0.0
16128,2020-04,2020-09-06,0.0,4200.0,0.0
16129,2020-04,2020-08-08,959.005156,1500.0,63.93
16130,2020-04,2020-08-03,0.0,2500.0,0.0
16131,2020-04,2020-10-18,0.0,8000.0,0.0
16132,2020-04,2020-05-20,0.0,500.0,0.0
16133,2020-04,2020-08-05,325.076569,1000.0,32.51
16134,2020-04,2020-05-28,4111.465632,7000.0,58.74
16135,2020-04,2020-08-29,1755.575907,3500.0,50.16
16136,2020-04,2020-06-17,2459.259917,5000.0,49.19
16137,2020-04,2020-10-04,107.477606,1800.0,5.97
16138,2020-04,2020-05-15,0.0,10000.0,0.0
16139,2020-04,2020-08-12,547.055908,8500.0,6.44
16140,2020-04,2020-08-04,168.888837,1200.0,14.07
16141,2020-04,2020-06-08,0.0,4500.0,0.0
16142,2020-04,2020-05-16,0.0,5700.0,0.0
16143,2020-04,2020-10-17,1766.880842,8000.0,22.09
16144,2020-04,2020-05-30,0.0,5450.0,0.0
16145,2020-04,2020-10-17,0.0,2500.0,0.0
16146,2020-04,2020-05-14,0.0,1000.0,0.0
16147,2020-04,2020-10-28,0.0,9000.0,0.0
16148,2020-04,2020-08-31,4354.657224,3000.0,145.16
16149,2020-04,2020-08-02,0.0,3000.0,0.0
16150,2020-04,2020-06-19,0.0,1500.0,0.0
16151,2020-04,2020-06-06,0.0,1500.0,0.0
16153,2020-04,2020-07-29,0.0,4000.0,0.0
16154,2020-04,2020-07-26,0.0,2400.0,0.0
16155,2020-04,2020-07-29,7378.253685,8000.0,92.23
16157,2020-04,2020-09-30,1073.873304,17500.0,6.14
16158,2020-04,2020-07-27,2546.081531,2500.0,101.84
16159,2020-04,2020-09-01,1113.678595,1500.0,74.25
16160,2020-04,2020-06-02,139.117692,9000.0,1.55
16161,2020-04,2020-07-26,1805.853456,5000.0,36.12
16162,2020-04,2020-10-17,1461.675329,2500.0,58.47
16163,2020-04,2020-08-18,0.0,800.0,0.0
16164,2020-04,2020-05-26,1512.2157,6000.0,25.2
16165,2020-04,2020-05-23,0.0,5000.0,0.0
16166,2020-04,2020-06-28,94.989817,500.0,19.0
16167,2020-04,2020-05-27,4544.457479,3500.0,129.84
16168,2020-04,2020-05-28,0.0,5000.0,0.0
16169,2020-04,2020-09-01,310.00809,5000.0,6.2
16171,2020-04,2020-05-16,0.0,8000.0,0.0
16172,2020-04,2020-10-26,289.350386,3000.0,9.65
16173,2020-04,2020-06-25,755.925861,6000.0,12.6
16174,2020-04,2020-07-18,410.694889,3000.0,13.69
16175,2020-04,2020-08-04,0.0,1000.0,0.0
16176,2020-04,2020-05-10,0.0,2000.0,0.0
16177,2020-04,2020-04-25,1437.963388,2500.0,57.52
16178,2020-04,2020-05-29,187.819777,4500.0,4.17
16179,2020-04,2020-07-01,75.50221,1700.0,4.44
16180,2020-04,2020-04-30,0.0,1000.0,0.0
16181,2020-04,2020-10-25,2195.21579,5000.0,43.9
16182,2020-04,2020-09-11,720.142017,4000.0,18.0
16184,2020-04,2020-07-15,0.0,1700.0,0.0
16185,2020-04,2020-09-30,841.853868,3500.0,24.05
16186,2020-04,2020-05-12,54.379041,1200.0,4.53
16187,2020-04,2020-09-10,19.587825,2500.0,0.78
16188,2020-04,2020-08-21,0.0,1500.0,0.0
16189,2020-04,2020-05-09,1949.228028,2500.0,77.97
16190,2020-04,2020-04-28,1306.528549,3000.0,43.55
16191,2020-04,2020-10-07,0.0,6000.0,0.0
16192,2020-04,2020-06-19,2147.863293,2500.0,85.91
16193,2020-04,2020-07-13,1270.8469,2500.0,50.83
16194,2020-04,2020-06-13,0.0,2500.0,0.0
16195,2020-04,2020-10-11,0.0,1000.0,0.0
16196,2020-04,2020-04-29,0.0,2000.0,0.0
16197,2020-04,2020-05-03,0.0,1200.0,0.0
16198,2020-04,2020-08-13,5424.701791,11000.0,49.32
16199,2020-04,2020-07-03,2033.191162,3500.0,58.09
16200,2020-04,2020-09-04,,3500.0,
16201,2020-04,2020-06-03,0.0,4000.0,0.0
16202,2020-04,2020-10-09,0.0,4500.0,0.0
16203,2020-04,2020-04-25,0.0,1200.0,0.0
16204,2020-04,2020-10-28,0.0,5000.0,0.0
16205,2020-04,2020-08-30,0.0,3000.0,0.0
16206,2020-04,2020-06-21,0.0,1000.0,0.0
16207,2020-04,2020-06-03,2131.824562,2000.0,106.59
16208,2020-04,2020-09-26,0.0,4000.0,0.0
16209,2020-04,2020-08-27,1176.894248,2000.0,58.84
16210,2020-04,2020-06-19,744.096753,11000.0,6.76
16212,2020-04,2020-11-05,0.0,7500.0,0.0
16213,2020-04,2020-08-25,189.012877,7500.0,2.52
16214,2020-04,2020-08-24,911.367983,5500.0,16.57
16215,2020-04,2020-06-01,0.0,2500.0,0.0
16216,2020-04,2020-08-10,1646.928989,3000.0,54.9
16217,2020-04,2020-07-25,6771.644515,10000.0,67.72
16218,2020-04,2020-05-23,855.065409,2000.0,42.75
16219,2020-04,2020-10-18,0.0,3500.0,0.0
16220,2020-04,2020-07-04,0.0,12500.0,0.0
16221,2020-04,2020-08-24,0.0,3000.0,0.0
16222,2020-04,2020-10-03,0.0,1500.0,0.0
16223,2020-04,2020-06-30,72.388903,3000.0,2.41
16224,2020-04,2020-07-09,1381.989484,1000.0,138.2
16225,2020-04,2020-04-25,0.0,5000.0,0.0
16226,2020-04,2020-05-24,0.0,4200.0,0.0
16227,2020-04,2020-08-16,0.0,500.0,0.0
16228,2020-04,2020-05-14,0.0,7000.0,0.0
16229,2020-04,2020-11-03,0.0,1000.0,0.0
16230,2020-04,2020-05-01,0.0,1600.0,0.0
16231,2020-04,2020-05-28,0.0,1800.0,0.0
16232,2020-04,2020-05-28,0.0,4000.0,0.0
16233,2020-04,2020-07-06,1171.933912,1200.0,97.66
16234,2020-04,2020-05-26,0.0,4500.0,0.0
16235,2020-04,2020-10-05,0.0,6500.0,0.0
16236,2020-04,2020-08-04,0.0,8000.0,0.0
16237,2020-04,2020-10-29,702.838293,2500.0,28.11
16238,2020-04,2020-05-12,7883.54172,2500.0,315.34
16239,2020-04,2020-06-06,0.0,2500.0,0.0
16240,2020-04,2020-07-28,0.0,1000.0,0.0
16241,2020-04,2020-06-21,2508.079327,3000.0,83.6
16242,2020-04,2020-05-01,0.0,2500.0,0.0
16243,2020-04,2020-04-30,0.0,3000.0,0.0
16244,2020-04,2020-06-24,1761.331946,1200.0,146.78
16245,2020-04,2020-08-18,2925.736794,6500.0,45.01
16246,2020-04,2020-07-27,56.326164,1500.0,3.76
16247,2020-04,2020-10-21,367.915403,7500.0,4.91
16248,2020-04,2020-09-20,0.0,6500.0,0.0
16249,2020-04,2020-07-30,5139.766338,11000.0,46.73
16250,2020-04,2020-09-17,1532.532738,1500.0,102.17
16251,2020-04,2020-10-03,0.0,1500.0,0.0
16252,2020-04,2020-06-11,0.0,600.0,0.0
16253,2020-04,2020-08-10,1042.684174,2500.0,41.71
16254,2020-04,2020-07-09,433.039278,2400.0,18.04
16255,2020-04,2020-08-27,0.0,9500.0,0.0
16256,2020-04,2020-06-16,0.0,2500.0,0.0
16257,2020-04,2020-10-09,0.0,3000.0,0.0
16258,2020-04,2020-06-28,91.564073,750.0,12.21
16259,2020-04,2020-09-16,0.0,5000.0,0.0
16260,2020-04,2020-05-10,1193.999651,1200.0,99.5
16261,2020-04,2020-04-29,0.0,7000.0,0.0
16262,2020-04,2020-07-22,0.0,7000.0,0.0
16263,2020-04,2020-10-18,0.0,1500.0,0.0
16264,2020-04,2020-08-08,2555.103715,7000.0,36.5
16265,2020-04,2020-08-05,0.0,4500.0,0.0
16266,2020-04,2020-07-28,0.0,1500.0,0.0
16267,2020-04,2020-11-06,0.0,6000.0,0.0
16268,2020-04,2020-10-07,0.0,6000.0,0.0
16269,2020-04,2020-11-07,0.0,3000.0,0.0
16270,2020-04,2020-08-18,647.982323,6000.0,10.8
16271,2020-04,2020-05-30,0.0,1200.0,0.0
16272,2020-04,2020-09-24,0.0,2000.0,0.0
16273,2020-04,2020-11-03,2645.818049,2000.0,132.29
16274,2020-04,2020-06-09,0.0,4000.0,0.0
16275,2020-04,2020-08-22,0.0,1500.0,0.0
16276,2020-04,2020-07-01,0.0,2500.0,0.0
16277,2020-04,2020-07-04,9577.424422,7500.0,127.7
16278,2020-04,2020-06-20,1099.441745,1200.0,91.62
16279,2020-04,2020-08-10,0.0,3000.0,0.0
16280,2020-04,2020-06-20,0.0,2000.0,0.0
16281,2020-04,2020-09-10,0.0,1000.0,0.0
16282,2020-04,2020-08-13,0.0,8500.0,0.0
16283,2020-04,2020-07-24,4467.382055,5000.0,89.35
16284,2020-04,2020-04-28,0.0,4500.0,0.0
16285,2020-04,2020-05-29,449.505151,2000.0,22.48
16286,2020-04,2020-07-06,453.660855,4700.0,9.65
16287,2020-04,2020-08-25,3980.387049,7000.0,56.86
16288,2020-04,2020-07-30,2071.167874,4000.0,51.78
16289,2020-04,2020-05-21,0.0,1200.0,0.0
16290,2020-04,2020-10-23,2098.738085,6000.0,34.98
16291,2020-04,2020-07-24,5997.514998,6500.0,92.27
16292,2020-04,2020-09-30,0.0,1200.0,0.0
16293,2020-04,2020-10-17,0.0,500.0,0.0
16294,2020-04,2020-08-21,,1500.0,
16295,2020-04,2020-05-16,3702.475695,10000.0,37.02
16296,2020-04,2020-08-10,1708.923217,2000.0,85.45
16297,2020-04,2020-07-26,2745.571593,4000.0,68.64
16298,2020-04,2020-06-28,0.0,3000.0,0.0
16299,2020-04,2020-09-25,18.561424,2500.0,0.74
16300,2020-04,2020-05-23,4211.68237,5000.0,84.23
16301,2020-04,2020-08-10,916.054835,3000.0,30.54
16302,2020-04,2020-05-07,0.0,6000.0,0.0
16303,2020-04,2020-07-04,6803.54894,7000.0,97.19
16304,2020-04,2020-05-06,0.0,1200.0,0.0
16305,2020-04,2020-06-02,0.0,1200.0,0.0
16306,2020-04,2020-07-14,19.619461,3700.0,0.53
16307,2020-04,2020-07-26,376.456319,14500.0,2.6
16308,2020-04,2020-10-20,0.0,3000.0,0.0
16309,2020-04,2020-10-25,922.67316,2000.0,46.13
16310,2020-04,2020-04-27,203.148527,1000.0,20.31
16311,2020-04,2020-07-01,1837.620008,7500.0,24.5
16312,2020-04,2020-10-19,268.761003,3000.0,8.96
16313,2020-04,2020-07-03,0.0,4000.0,0.0
16314,2020-04,2020-09-16,229.104451,2500.0,9.16
16315,2020-04,2020-08-25,4907.783225,2500.0,196.31
16316,2020-04,2020-10-20,157.020714,2500.0,6.28
16317,2020-04,2020-08-17,1944.558434,5000.0,38.89
16318,2020-04,2020-06-24,64.146816,1800.0,3.56
16319,2020-04,2020-10-31,0.0,1000.0,0.0
16320,2020-04,2020-09-26,0.0,3300.0,0.0
16321,2020-04,2020-11-02,0.0,1200.0,0.0
16322,2020-04,2020-10-29,0.0,5000.0,0.0
16323,2020-04,2020-05-17,1087.758564,1200.0,90.65
16324,2020-04,2020-06-21,0.0,7000.0,0.0
16325,2020-04,2020-09-17,0.0,1500.0,0.0
16326,2020-04,2020-05-22,0.0,4500.0,0.0
16327,2020-04,2020-09-08,0.0,1500.0,0.0
16328,2020-04,2020-09-16,0.0,9500.0,0.0
16329,2020-04,2020-08-05,2554.86412,2000.0,127.74
16330,2020-04,2020-04-26,73.24187,1700.0,4.31
16331,2020-04,2020-08-21,0.0,1500.0,0.0
16332,2020-04,2020-04-23,5107.669643,11000.0,46.43
16333,2020-04,2020-10-08,0.0,5000.0,0.0
16334,2020-04,2020-04-27,0.0,3000.0,0.0
16335,2020-04,2020-09-30,0.0,1200.0,0.0
16336,2020-04,2020-10-17,4201.060262,8500.0,49.42
16337,2020-04,2020-05-22,2035.862807,3500.0,58.17
16338,2020-04,2020-06-07,3164.677567,3000.0,105.49
16339,2020-04,2020-10-15,2651.876149,3000.0,88.4
16340,2020-04,2020-05-12,0.0,2500.0,0.0
16341,2020-04,2020-10-26,178.950075,4500.0,3.98
16342,2020-04,2020-08-28,0.0,2500.0,0.0
16343,2020-04,2020-09-08,2845.86846,8954.545455,31.78
16345,2020-04,2020-10-11,0.0,1000.0,0.0
16346,2020-04,2020-04-23,238.324775,7000.0,3.4
16347,2020-04,2020-08-27,0.0,4700.0,0.0
16348,2020-04,2020-10-24,0.0,13000.0,0.0
16349,2020-04,2020-11-04,261.469776,4000.0,6.54
16350,2020-04,2020-05-06,0.0,1200.0,0.0
16351,2020-04,2020-07-25,1085.487045,2500.0,43.42
16352,2020-04,2020-10-28,497.548257,2200.0,22.62
16353,2020-04,2020-04-30,3596.09665,8000.0,44.95
16354,2020-04,2020-07-24,1548.653023,4000.0,38.72
16355,2020-04,2020-07-11,0.0,1200.0,0.0
16356,2020-04,2020-06-03,529.171674,10500.0,5.04
16357,2020-04,2020-08-12,0.0,2950.0,0.0
16358,2020-04,2020-05-02,1058.561786,3500.0,30.24
16359,2020-04,2020-10-22,232.041978,2450.0,9.47
16360,2020-04,2020-10-05,442.298324,1800.0,24.57
16361,2020-04,2020-10-16,0.0,3000.0,0.0
16362,2020-04,2020-07-04,0.0,1000.0,0.0
16363,2020-04,2020-04-24,0.0,5000.0,0.0
16364,2020-04,2020-07-19,147.664311,3500.0,4.22
16365,2020-04,2020-09-05,0.0,1050.0,0.0
16366,2020-04,2020-08-10,0.0,1200.0,0.0
16367,2020-04,2020-05-07,0.0,600.0,0.0
16369,2020-04,2020-07-09,742.511085,3700.0,20.07
16370,2020-04,2020-09-16,1007.849308,7000.0,14.4
16371,2020-05,2020-05-16,0.0,3000.0,0.0
16372,2020-05,2020-05-01,0.0,1200.0,0.0
16373,2020-05,2020-04-24,1296.078691,5000.0,25.92
16374,2020-05,2020-10-25,0.0,4000.0,0.0
16375,2020-05,2020-09-30,759.000431,1500.0,50.6
16376,2020-05,2020-09-29,0.0,1500.0,0.0
16377,2020-05,2020-10-05,2904.343372,3000.0,96.81
16378,2020-05,2020-06-22,1893.581202,5500.0,34.43
16379,2020-05,2020-07-09,0.0,1800.0,0.0
16380,2020-05,2020-05-10,0.0,1500.0,0.0
16381,2020-05,2020-06-14,3230.62576,7000.0,46.15
16382,2020-05,2020-10-31,0.0,1200.0,0.0
16383,2020-05,2020-10-09,849.366964,5500.0,15.44
16384,2020-05,2020-06-12,2264.495887,2500.0,90.58
16385,2020-05,2020-06-06,1722.645697,4000.0,43.07
16386,2020-05,2020-08-20,235.063106,4500.0,5.22
16387,2020-05,2020-09-13,0.0,8000.0,0.0
16388,2020-05,2020-08-21,3023.321998,5000.0,60.47
16389,2020-05,2020-05-10,0.0,3500.0,0.0
16390,2020-05,2020-11-08,0.0,2200.0,0.0
16391,2020-05,2020-10-03,0.0,3200.0,0.0
16392,2020-05,2020-09-03,5034.877748,9000.0,55.94
16393,2020-05,2020-08-24,389.594394,3000.0,12.99
16394,2020-05,2020-05-07,0.0,1000.0,0.0
16395,2020-05,2020-07-31,0.0,7000.0,0.0
16396,2020-05,2020-07-26,11070.56623,12000.0,92.25
16397,2020-05,2020-07-13,0.0,1000.0,0.0
16398,2020-05,2020-09-02,0.0,3000.0,0.0
16399,2020-05,2020-10-16,0.0,1200.0,0.0
16400,2020-05,2020-06-23,0.0,1000.0,0.0
16401,2020-05,2020-10-16,6314.938401,3500.0,180.43
16402,2020-05,2020-08-15,1849.578078,6000.0,30.83
16403,2020-05,2020-10-20,0.0,5000.0,0.0
16404,2020-05,2020-11-07,126.723539,1200.0,10.56
16405,2020-05,2020-11-07,0.0,2200.0,0.0
16406,2020-05,2020-10-17,0.0,6000.0,0.0
16407,2020-05,2020-06-13,0.0,1500.0,0.0
16408,2020-05,2020-09-17,,1200.0,
16409,2020-05,2020-05-27,1085.168416,2500.0,43.41
16410,2020-05,2020-07-12,1115.92003,1500.0,74.39
16411,2020-05,2020-11-05,,8000.0,
16412,2020-05,2020-05-23,974.050448,5700.0,17.09
16414,2020-05,2020-08-15,822.959124,5000.0,16.46
16415,2020-05,2020-06-19,996.904425,1800.0,55.38
16416,2020-05,2020-10-19,0.0,4500.0,0.0
16417,2020-05,2020-07-13,0.0,2000.0,0.0
16418,2020-05,2020-08-19,2996.684234,7000.0,42.81
16419,2020-05,2020-10-24,470.529824,2500.0,18.82
16421,2020-05,2020-05-10,,4000.0,
16422,2020-05,2020-05-19,2297.002595,4000.0,57.43
16423,2020-05,2020-10-12,0.0,1800.0,0.0
16424,2020-05,2020-09-21,0.0,6000.0,0.0
16425,2020-05,2020-09-15,1224.607415,4500.0,27.21
16426,2020-05,2020-04-30,634.085316,4000.0,15.85
16427,2020-05,2020-05-16,171.814665,600.0,28.64
16428,2020-05,2020-05-28,580.391722,2000.0,29.02
16429,2020-05,2020-06-27,0.0,1500.0,0.0
16430,2020-05,2020-05-21,2802.840866,5000.0,56.06
16431,2020-05,2020-07-06,0.0,1700.0,0.0
16432,2020-05,2020-09-12,840.32256,2500.0,33.61
16433,2020-05,2020-08-03,4287.486377,5500.0,77.95
16434,2020-05,2020-07-26,3936.540697,5000.0,78.73
16435,2020-05,2020-06-20,0.0,4500.0,0.0
16436,2020-05,2020-07-30,0.0,3000.0,0.0
16437,2020-05,2020-06-20,118.3391,3200.0,3.7
16438,2020-05,2020-10-23,0.0,6000.0,0.0
16439,2020-05,2020-08-17,3581.376823,5000.0,71.63
16440,2020-05,2020-04-23,147.306438,2500.0,5.89
16441,2020-05,2020-08-08,3617.843539,3500.0,103.37
16442,2020-05,2020-06-06,0.0,4000.0,0.0
16443,2020-05,2020-04-25,0.0,2000.0,0.0
16444,2020-05,2020-09-29,37.771996,1000.0,3.78
16445,2020-05,2020-06-02,0.0,9000.0,0.0
16446,2020-05,2020-06-17,0.0,1000.0,0.0
16447,2020-05,2020-07-05,2422.889589,2500.0,96.92
16448,2020-05,2020-10-04,0.0,5500.0,0.0
16449,2020-05,2020-09-08,142.123093,1500.0,9.47
16450,2020-05,2020-09-11,0.0,3500.0,0.0
16451,2020-05,2020-09-10,174.714236,5000.0,3.49
16452,2020-05,2020-10-25,1015.334397,8000.0,12.69
16453,2020-05,2020-06-30,0.0,1700.0,0.0
16454,2020-05,2020-06-28,385.68198,3500.0,11.02
16455,2020-05,2020-06-03,0.0,1800.0,0.0
16456,2020-05,2020-08-13,0.0,4500.0,0.0
16457,2020-05,2020-06-28,5273.226918,4000.0,131.83
16458,2020-05,2020-04-23,0.0,7000.0,0.0
16459,2020-05,2020-07-23,0.0,2500.0,0.0
16460,2020-05,2020-08-30,4091.737498,5000.0,81.83
16461,2020-05,2020-07-11,0.0,7500.0,0.0
16462,2020-05,2020-06-04,0.0,10500.0,0.0
16463,2020-05,2020-07-19,2970.97936,9000.0,33.01
16464,2020-05,2020-10-04,0.0,8000.0,0.0
16465,2020-05,2020-07-19,0.0,6700.0,0.0
16466,2020-05,2020-04-29,2601.723396,3000.0,86.72
16467,2020-05,2020-04-25,0.0,2500.0,0.0
16468,2020-05,2020-10-26,2943.653759,7000.0,42.05
16469,2020-05,2020-10-25,1086.316757,11000.0,9.88
16470,2020-05,2020-09-08,0.0,2000.0,0.0
16471,2020-05,2020-05-12,826.710558,6500.0,12.72
16472,2020-05,2020-05-16,0.0,10500.0,0.0
16473,2020-05,2020-05-15,0.0,1500.0,0.0
16474,2020-05,2020-07-28,0.0,3000.0,0.0
16475,2020-05,2020-07-10,149.6351,3000.0,4.99
16476,2020-05,2020-10-29,428.185827,500.0,85.64
16477,2020-05,2020-09-20,0.0,2000.0,0.0
16478,2020-05,2020-10-13,0.0,7000.0,0.0
16479,2020-05,2020-07-06,0.0,6500.0,0.0
16480,2020-05,2020-10-20,0.0,6850.0,0.0
16481,2020-05,2020-09-18,0.0,1200.0,0.0
16482,2020-05,2020-06-21,709.915658,1200.0,59.16
16483,2020-05,2020-06-30,3215.1424,2500.0,128.61
16484,2020-05,2020-09-14,0.0,7500.0,0.0
16485,2020-05,2020-07-16,154.241717,1500.0,10.28
16486,2020-05,2020-05-07,0.0,4000.0,0.0
16487,2020-05,2020-05-31,433.90772,9000.0,4.82
16488,2020-05,2020-05-31,94.928008,1800.0,5.27
16489,2020-05,2020-06-23,1105.396152,5400.0,20.47
16490,2020-05,2020-05-12,0.0,4000.0,0.0
16491,2020-05,2020-04-29,0.0,7500.0,0.0
16492,2020-05,2020-05-17,0.0,3000.0,0.0
16493,2020-05,2020-07-07,3832.366931,6000.0,63.87
16494,2020-05,2020-06-10,1009.853215,3000.0,33.66
16495,2020-05,2020-04-28,561.814107,3000.0,18.73
16496,2020-05,2020-08-01,0.0,4000.0,0.0
16497,2020-05,2020-08-13,921.54819,1500.0,61.44
16498,2020-05,2020-04-27,949.859862,7000.0,13.57
16499,2020-05,2020-11-08,1640.291172,4500.0,36.45
16500,2020-05,2020-07-26,0.0,3000.0,0.0
16501,2020-05,2020-04-28,5411.208676,5250.0,103.07
16502,2020-05,2020-10-01,0.0,1000.0,0.0
16503,2020-05,2020-05-09,207.027078,13500.0,1.53
16504,2020-05,2020-05-26,478.678942,6500.0,7.36
16505,2020-05,2020-07-08,1715.518342,4000.0,42.89
16506,2020-05,2020-10-13,0.0,8000.0,0.0
16507,2020-05,2020-05-30,226.784069,3000.0,7.56
16508,2020-05,2020-07-12,2973.966812,6000.0,49.57
16509,2020-05,2020-08-19,0.0,10000.0,0.0
16510,2020-05,2020-10-29,1382.98498,3000.0,46.1
16511,2020-05,2020-10-31,0.0,6000.0,0.0
16512,2020-05,2020-06-04,0.0,2500.0,0.0
16513,2020-05,2020-10-20,1003.670076,1200.0,83.64
16514,2020-05,2020-05-07,0.0,5500.0,0.0
16515,2020-05,2020-06-11,0.0,2500.0,0.0
16516,2020-05,2020-06-28,1510.632782,4000.0,37.77
16517,2020-05,2020-10-16,0.0,3000.0,0.0
16518,2020-05,2020-04-27,0.0,5000.0,0.0
16519,2020-05,2020-09-30,2035.662918,4950.0,41.12
16520,2020-05,2020-07-31,0.0,3000.0,0.0
16521,2020-05,2020-09-12,4944.926593,10500.0,47.09
16522,2020-05,2020-04-29,319.449176,3500.0,9.13
16523,2020-05,2020-05-30,896.215958,1200.0,74.68
16524,2020-05,2020-04-30,0.0,1500.0,0.0
16525,2020-05,2020-09-29,199.183245,2000.0,9.96
16526,2020-05,2020-10-10,233.38167,9500.0,2.46
16527,2020-05,2020-09-20,0.0,4300.0,0.0
16528,2020-05,2020-07-27,0.0,1000.0,0.0
16529,2020-05,2020-10-21,0.0,5100.0,0.0
16530,2020-05,2020-08-31,708.62821,500.0,141.73
16531,2020-05,2020-06-03,0.0,7500.0,0.0
16532,2020-05,2020-10-03,0.0,1200.0,0.0
16533,2020-05,2020-07-24,929.9471,2500.0,37.2
16534,2020-05,2020-10-24,92.01775,1200.0,7.67
16535,2020-05,2020-06-04,4424.09206,7000.0,63.2
16536,2020-05,2020-06-17,2539.047806,2500.0,101.56
16537,2020-05,2020-05-01,0.0,4000.0,0.0
16538,2020-05,2020-05-23,0.0,2500.0,0.0
16539,2020-05,2020-07-07,1468.349502,3000.0,48.94
16540,2020-05,2020-10-17,0.0,1500.0,0.0
16541,2020-05,2020-09-06,1054.286672,2000.0,52.71
16542,2020-05,2020-09-02,154.876604,7000.0,2.21
16543,2020-05,2020-08-31,996.543937,4000.0,24.91
16544,2020-05,2020-07-05,114.843243,1200.0,9.57
16545,2020-05,2020-05-05,2809.026116,3000.0,93.63
16546,2020-05,2020-09-06,21943.84942,13000.0,168.8
16547,2020-05,2020-10-20,0.0,1600.0,0.0
16548,2020-05,2020-05-06,0.0,6500.0,0.0
16549,2020-05,2020-10-04,0.0,1500.0,0.0
16550,2020-05,2020-08-07,0.0,6000.0,0.0
16551,2020-05,2020-06-08,77.325405,1200.0,6.44
16552,2020-05,2020-08-27,0.0,1200.0,0.0
16553,2020-05,2020-09-13,2940.082863,8000.0,36.75
16554,2020-05,2020-06-29,0.0,1700.0,0.0
16555,2020-05,2020-04-30,0.0,6500.0,0.0
16556,2020-05,2020-06-08,0.0,4000.0,0.0
16557,2020-05,2020-05-29,1490.239239,8000.0,18.63
16558,2020-05,2020-09-20,0.0,5000.0,0.0
16559,2020-05,2020-09-30,19.464101,300.0,6.49
16560,2020-05,2020-10-07,0.0,11000.0,0.0
16561,2020-05,2020-06-28,188.360044,5500.0,3.42
16562,2020-05,2020-09-02,1635.215775,3000.0,54.51
16563,2020-05,2020-06-05,0.0,3000.0,0.0
16564,2020-05,2020-05-08,0.0,5500.0,0.0
16565,2020-05,2020-08-15,0.0,5000.0,0.0
16566,2020-05,2020-06-03,68.190923,1500.0,4.55
16567,2020-05,2020-05-25,0.0,3500.0,0.0
16568,2020-05,2020-08-28,5291.215227,4000.0,132.28
16570,2020-05,2020-10-07,0.0,6000.0,0.0
16571,2020-05,2020-08-13,0.0,5000.0,0.0
16572,2020-05,2020-06-12,4480.430064,4500.0,99.57
16573,2020-05,2020-07-15,0.0,4000.0,0.0
16574,2020-05,2020-07-30,0.0,4000.0,0.0
16575,2020-05,2020-07-16,0.0,4300.0,0.0
16576,2020-05,2020-07-05,105.811869,1500.0,7.05
16577,2020-05,2020-09-25,73.870282,1500.0,4.92
16578,2020-05,2020-06-02,0.0,1500.0,0.0
16579,2020-05,2020-07-03,0.0,3500.0,0.0
16580,2020-05,2020-10-11,2601.802794,2500.0,104.07
16581,2020-05,2020-07-09,4954.13788,5000.0,99.08
16583,2020-05,2020-11-07,1093.855719,3000.0,36.46
16584,2020-05,2020-05-08,2893.023143,8000.0,36.16
16585,2020-05,2020-08-27,0.0,6500.0,0.0
16586,2020-05,2020-04-29,0.0,2500.0,0.0
16587,2020-05,2020-05-10,3124.247282,3000.0,104.14
16588,2020-05,2020-06-26,2486.624696,1500.0,165.77
16589,2020-05,2020-05-08,250.779227,2500.0,10.03
16590,2020-05,2020-05-11,0.0,5000.0,0.0
16591,2020-05,2020-05-28,131.28406,1000.0,13.13
16592,2020-05,2020-08-07,1297.777178,4000.0,32.44
16593,2020-05,2020-06-12,3360.63801,3000.0,112.02
16594,2020-05,2020-07-05,157.20552,4000.0,3.93
16595,2020-05,2020-08-21,2881.905049,7500.0,38.43
16596,2020-05,2020-10-17,0.0,3000.0,0.0
16597,2020-05,2020-05-16,2757.579869,4000.0,68.94
16598,2020-05,2020-06-23,3049.497763,6500.0,46.92
16599,2020-05,2020-08-14,0.0,4500.0,0.0
16600,2020-05,2020-07-01,1058.425793,10300.0,10.28
16601,2020-05,2020-05-29,452.00913,1200.0,37.67
16602,2020-05,2020-06-17,0.0,5000.0,0.0
16603,2020-05,2020-07-30,0.0,5000.0,0.0
16604,2020-05,2020-07-10,0.0,10000.0,0.0
16605,2020-05,2020-11-03,0.0,5900.0,0.0
16606,2020-05,2020-07-08,830.921998,6500.0,12.78
16607,2020-05,2020-08-05,0.0,10000.0,0.0
16608,2020-05,2020-09-19,0.0,1000.0,0.0
